EARTAG,LACTATION,CALVING,DIM,WEEK_OF_YEAR,DATE,BCS 1-5
IRE_MP_219 ,3,11/02/2016,229,39,27/09/2016,3.57
IRE_MP_219 ,3,11/02/2016,236,40,04/10/2016,3.63
IRE_MP_219 ,3,11/02/2016,243,41,11/10/2016,3.67
IRE_MP_219 ,3,11/02/2016,250,42,18/10/2016,3.57
IRE_MP_219 ,3,11/02/2016,257,43,25/10/2016,3.65
IRE_MP_219 ,3,11/02/2016,264,44,01/11/2016,3.58
IRE_MP_219 ,3,11/02/2016,271,45,08/11/2016,3.65
IRE_MP_219 ,3,11/02/2016,285,47,22/11/2016,3.77
IRE_MP_230 ,3,27/02/2016,17,11,15/03/2016,3.08
IRE_MP_230 ,3,27/02/2016,24,12,22/03/2016,2.99
IRE_MP_230 ,3,27/02/2016,31,13,29/03/2016,3.03
IRE_MP_230 ,3,27/02/2016,38,14,05/04/2016,3.06
IRE_MP_230 ,3,27/02/2016,52,16,19/04/2016,3.26
IRE_MP_230 ,3,27/02/2016,87,21,24/05/2016,3.42
IRE_MP_230 ,3,27/02/2016,94,22,31/05/2016,3.50
IRE_MP_230 ,3,27/02/2016,101,23,07/06/2016,3.38
IRE_MP_230 ,3,27/02/2016,143,29,19/07/2016,3.26
IRE_MP_230 ,3,27/02/2016,178,34,23/08/2016,3.30
IRE_MP_230 ,3,27/02/2016,185,35,30/08/2016,3.45
IRE_MP_230 ,3,27/02/2016,192,36,06/09/2016,3.34
IRE_MP_230 ,3,27/02/2016,213,39,27/09/2016,3.33
IRE_MP_230 ,3,27/02/2016,220,40,04/10/2016,3.21
IRE_MP_230 ,3,27/02/2016,227,41,11/10/2016,3.42
IRE_MP_230 ,3,27/02/2016,234,42,18/10/2016,3.22
IRE_MP_230 ,3,27/02/2016,241,43,25/10/2016,3.31
IRE_MP_230 ,3,27/02/2016,248,44,01/11/2016,3.21
IRE_MP_230 ,3,27/02/2016,255,45,08/11/2016,3.40
IRE_MP_248 ,1,25/02/2016,26,12,22/03/2016,3.22
IRE_MP_248 ,1,25/02/2016,33,13,29/03/2016,3.40
IRE_MP_248 ,1,25/02/2016,40,14,05/04/2016,3.26
IRE_MP_248 ,1,25/02/2016,47,15,12/04/2016,3.46
IRE_MP_248 ,1,25/02/2016,54,16,19/04/2016,3.50
IRE_MP_248 ,1,25/02/2016,75,19,10/05/2016,3.33
IRE_MP_248 ,1,25/02/2016,89,21,24/05/2016,3.34
IRE_MP_248 ,1,25/02/2016,96,22,31/05/2016,3.42
IRE_MP_248 ,1,25/02/2016,103,23,07/06/2016,3.37
IRE_MP_248 ,1,25/02/2016,173,33,16/08/2016,3.34
IRE_MP_248 ,1,25/02/2016,180,34,23/08/2016,3.34
IRE_MP_248 ,1,25/02/2016,187,35,30/08/2016,3.46
IRE_MP_248 ,1,25/02/2016,194,36,06/09/2016,3.46
IRE_MP_248 ,1,25/02/2016,215,39,27/09/2016,3.30
IRE_MP_248 ,1,25/02/2016,222,40,04/10/2016,3.29
IRE_MP_248 ,1,25/02/2016,229,41,11/10/2016,3.36
IRE_MP_248 ,1,25/02/2016,236,42,18/10/2016,3.30
IRE_MP_249 ,1,19/01/2016,63,12,22/03/2016,3.62
IRE_MP_249 ,1,19/01/2016,70,13,29/03/2016,3.58
IRE_MP_249 ,1,19/01/2016,77,14,05/04/2016,3.42
IRE_MP_249 ,1,19/01/2016,84,15,12/04/2016,3.57
IRE_MP_249 ,1,19/01/2016,91,16,19/04/2016,3.58
IRE_MP_249 ,1,19/01/2016,105,18,03/05/2016,3.62
IRE_MP_249 ,1,19/01/2016,112,19,10/05/2016,3.57
IRE_MP_249 ,1,19/01/2016,119,20,17/05/2016,3.61
IRE_MP_249 ,1,19/01/2016,126,21,24/05/2016,3.41
IRE_MP_249 ,1,19/01/2016,133,22,31/05/2016,3.48
IRE_MP_249 ,1,19/01/2016,140,23,07/06/2016,3.54
IRE_MP_249 ,1,19/01/2016,182,29,19/07/2016,3.50
IRE_MP_249 ,1,19/01/2016,210,33,16/08/2016,3.39
IRE_MP_249 ,1,19/01/2016,217,34,23/08/2016,3.43
IRE_MP_249 ,1,19/01/2016,224,35,30/08/2016,3.42
IRE_MP_249 ,1,19/01/2016,231,36,06/09/2016,3.44
IRE_MP_249 ,1,19/01/2016,252,39,27/09/2016,3.34
IRE_MP_249 ,1,19/01/2016,259,40,04/10/2016,3.34
IRE_MP_249 ,1,19/01/2016,266,41,11/10/2016,3.36
IRE_MP_249 ,1,19/01/2016,273,42,18/10/2016,3.39
IRE_MP_249 ,1,19/01/2016,280,43,25/10/2016,3.40
IRE_MP_25 ,2,03/02/2016,48,12,22/03/2016,3.26
IRE_MP_25 ,2,03/02/2016,55,13,29/03/2016,3.32
IRE_MP_25 ,2,03/02/2016,62,14,05/04/2016,3.42
IRE_MP_25 ,2,03/02/2016,69,15,12/04/2016,3.47
IRE_MP_25 ,2,03/02/2016,76,16,19/04/2016,3.52
IRE_MP_25 ,2,03/02/2016,90,18,03/05/2016,3.67
IRE_MP_25 ,2,03/02/2016,97,19,10/05/2016,3.58
IRE_MP_25 ,2,03/02/2016,104,20,17/05/2016,3.60
IRE_MP_25 ,2,03/02/2016,111,21,24/05/2016,3.66
IRE_MP_25 ,2,03/02/2016,118,22,31/05/2016,3.71
IRE_MP_25 ,2,03/02/2016,125,23,07/06/2016,3.68
IRE_MP_25 ,2,03/02/2016,195,33,16/08/2016,3.65
IRE_MP_25 ,2,03/02/2016,202,34,23/08/2016,3.55
IRE_MP_25 ,2,03/02/2016,209,35,30/08/2016,3.60
IRE_MP_25 ,2,03/02/2016,216,36,06/09/2016,3.55
IRE_MP_25 ,2,03/02/2016,230,38,20/09/2016,3.42
IRE_MP_25 ,2,03/02/2016,237,39,27/09/2016,3.52
IRE_MP_25 ,2,03/02/2016,244,40,04/10/2016,3.50
IRE_MP_25 ,2,03/02/2016,251,41,11/10/2016,3.50
IRE_MP_251 ,1,25/02/2016,19,11,15/03/2016,3.41
IRE_MP_251 ,1,25/02/2016,26,12,22/03/2016,3.35
IRE_MP_251 ,1,25/02/2016,33,13,29/03/2016,3.32
IRE_MP_251 ,1,25/02/2016,40,14,05/04/2016,3.36
IRE_MP_251 ,1,25/02/2016,47,15,12/04/2016,3.46
IRE_MP_251 ,1,25/02/2016,54,16,19/04/2016,3.30
IRE_MP_251 ,1,25/02/2016,68,18,03/05/2016,3.41
IRE_MP_251 ,1,25/02/2016,75,19,10/05/2016,3.37
IRE_MP_251 ,1,25/02/2016,180,34,23/08/2016,3.46
IRE_MP_252 ,3,13/02/2016,38,12,22/03/2016,2.84
IRE_MP_252 ,3,13/02/2016,45,13,29/03/2016,2.92
IRE_MP_252 ,3,13/02/2016,52,14,05/04/2016,2.95
IRE_MP_252 ,3,13/02/2016,59,15,12/04/2016,2.91
IRE_MP_252 ,3,13/02/2016,66,16,19/04/2016,2.92
IRE_MP_252 ,3,13/02/2016,87,19,10/05/2016,3.14
IRE_MP_252 ,3,13/02/2016,101,21,24/05/2016,2.95
IRE_MP_252 ,3,13/02/2016,108,22,31/05/2016,2.98
IRE_MP_252 ,3,13/02/2016,115,23,07/06/2016,2.96
IRE_MP_252 ,3,13/02/2016,157,29,19/07/2016,3.30
IRE_MP_252 ,3,13/02/2016,185,33,16/08/2016,3.04
IRE_MP_252 ,3,13/02/2016,192,34,23/08/2016,3.14
IRE_MP_252 ,3,13/02/2016,206,36,06/09/2016,3.37
IRE_MP_252 ,3,13/02/2016,234,40,04/10/2016,3.17
IRE_MP_252 ,3,13/02/2016,248,42,18/10/2016,3.29
IRE_MP_261 ,1,26/02/2016,32,13,29/03/2016,4.01
IRE_MP_261 ,1,26/02/2016,39,14,05/04/2016,4.07
IRE_MP_261 ,1,26/02/2016,46,15,12/04/2016,4.18
IRE_MP_261 ,1,26/02/2016,53,16,19/04/2016,4.03
IRE_MP_261 ,1,26/02/2016,67,18,03/05/2016,4.17
IRE_MP_261 ,1,26/02/2016,74,19,10/05/2016,4.17
IRE_MP_261 ,1,26/02/2016,88,21,24/05/2016,4.06
IRE_MP_261 ,1,26/02/2016,95,22,31/05/2016,4.02
IRE_MP_261 ,1,26/02/2016,102,23,07/06/2016,4.25
IRE_MP_261 ,1,26/02/2016,172,33,16/08/2016,3.99
IRE_MP_261 ,1,26/02/2016,179,34,23/08/2016,3.86
IRE_MP_261 ,1,26/02/2016,186,35,30/08/2016,3.95
IRE_MP_261 ,1,26/02/2016,193,36,06/09/2016,3.87
IRE_MP_261 ,1,26/02/2016,214,39,27/09/2016,3.89
IRE_MP_261 ,1,26/02/2016,221,40,04/10/2016,3.93
IRE_MP_261 ,1,26/02/2016,228,41,11/10/2016,3.93
IRE_MP_261 ,1,26/02/2016,235,42,18/10/2016,3.90
IRE_MP_264 ,1,25/02/2016,33,13,29/03/2016,3.43
IRE_MP_264 ,1,25/02/2016,40,14,05/04/2016,3.56
IRE_MP_264 ,1,25/02/2016,47,15,12/04/2016,3.50
IRE_MP_265 ,1,30/01/2016,52,12,22/03/2016,3.78
IRE_MP_265 ,1,30/01/2016,59,13,29/03/2016,3.88
IRE_MP_265 ,1,30/01/2016,66,14,05/04/2016,3.74
IRE_MP_265 ,1,30/01/2016,73,15,12/04/2016,3.72
IRE_MP_265 ,1,30/01/2016,80,16,19/04/2016,3.92
IRE_MP_265 ,1,30/01/2016,94,18,03/05/2016,3.90
IRE_MP_265 ,1,30/01/2016,101,19,10/05/2016,3.90
IRE_MP_265 ,1,30/01/2016,115,21,24/05/2016,3.91
IRE_MP_265 ,1,30/01/2016,122,22,31/05/2016,3.85
IRE_MP_265 ,1,30/01/2016,129,23,07/06/2016,3.83
IRE_MP_265 ,1,30/01/2016,171,29,19/07/2016,3.82
IRE_MP_265 ,1,30/01/2016,199,33,16/08/2016,3.89
IRE_MP_265 ,1,30/01/2016,206,34,23/08/2016,3.90
IRE_MP_265 ,1,30/01/2016,213,35,30/08/2016,3.92
IRE_MP_265 ,1,30/01/2016,220,36,06/09/2016,3.94
IRE_MP_265 ,1,30/01/2016,241,39,27/09/2016,3.96
IRE_MP_265 ,1,30/01/2016,248,40,04/10/2016,3.99
IRE_MP_265 ,1,30/01/2016,255,41,11/10/2016,3.98
IRE_MP_265 ,1,30/01/2016,262,42,18/10/2016,4.00
IRE_MP_266 ,1,27/01/2016,48,11,15/03/2016,3.30
IRE_MP_266 ,1,27/01/2016,55,12,22/03/2016,3.34
IRE_MP_266 ,1,27/01/2016,62,13,29/03/2016,3.22
IRE_MP_266 ,1,27/01/2016,69,14,05/04/2016,3.39
IRE_MP_266 ,1,27/01/2016,83,16,19/04/2016,3.38
IRE_MP_266 ,1,27/01/2016,97,18,03/05/2016,3.45
IRE_MP_266 ,1,27/01/2016,104,19,10/05/2016,3.35
IRE_MP_266 ,1,27/01/2016,125,22,31/05/2016,3.44
IRE_MP_266 ,1,27/01/2016,132,23,07/06/2016,3.41
IRE_MP_269 ,1,13/01/2016,69,12,22/03/2016,3.79
IRE_MP_269 ,1,13/01/2016,76,13,29/03/2016,3.69
IRE_MP_269 ,1,13/01/2016,83,14,05/04/2016,3.66
IRE_MP_269 ,1,13/01/2016,90,15,12/04/2016,3.75
IRE_MP_269 ,1,13/01/2016,97,16,19/04/2016,3.74
IRE_MP_269 ,1,13/01/2016,111,18,03/05/2016,3.81
IRE_MP_269 ,1,13/01/2016,118,19,10/05/2016,3.75
IRE_MP_269 ,1,13/01/2016,125,20,17/05/2016,3.96
IRE_MP_269 ,1,13/01/2016,132,21,24/05/2016,3.92
IRE_MP_269 ,1,13/01/2016,139,22,31/05/2016,3.74
IRE_MP_269 ,1,13/01/2016,146,23,07/06/2016,3.66
IRE_MP_269 ,1,13/01/2016,188,29,19/07/2016,3.60
IRE_MP_269 ,1,13/01/2016,216,33,16/08/2016,3.63
IRE_MP_269 ,1,13/01/2016,223,34,23/08/2016,3.50
IRE_MP_269 ,1,13/01/2016,230,35,30/08/2016,3.58
IRE_MP_269 ,1,13/01/2016,237,36,06/09/2016,3.52
IRE_MP_269 ,1,13/01/2016,251,38,20/09/2016,3.50
IRE_MP_269 ,1,13/01/2016,258,39,27/09/2016,3.46
IRE_MP_269 ,1,13/01/2016,265,40,04/10/2016,3.43
IRE_MP_269 ,1,13/01/2016,272,41,11/10/2016,3.54
IRE_MP_269 ,1,13/01/2016,279,42,18/10/2016,3.44
IRE_MP_275 ,1,16/02/2016,28,11,15/03/2016,3.96
IRE_MP_275 ,1,16/02/2016,35,12,22/03/2016,3.86
IRE_MP_275 ,1,16/02/2016,42,13,29/03/2016,3.86
IRE_MP_275 ,1,16/02/2016,56,15,12/04/2016,3.82
IRE_MP_275 ,1,16/02/2016,63,16,19/04/2016,3.86
IRE_MP_275 ,1,16/02/2016,77,18,03/05/2016,4.02
IRE_MP_275 ,1,16/02/2016,84,19,10/05/2016,3.86
IRE_MP_275 ,1,16/02/2016,91,20,17/05/2016,4.03
IRE_MP_275 ,1,16/02/2016,98,21,24/05/2016,3.98
IRE_MP_275 ,1,16/02/2016,105,22,31/05/2016,3.98
IRE_MP_275 ,1,16/02/2016,112,23,07/06/2016,3.96
IRE_MP_275 ,1,16/02/2016,182,33,16/08/2016,3.81
IRE_MP_275 ,1,16/02/2016,189,34,23/08/2016,3.85
IRE_MP_275 ,1,16/02/2016,196,35,30/08/2016,3.86
IRE_MP_275 ,1,16/02/2016,203,36,06/09/2016,3.90
IRE_MP_275 ,1,16/02/2016,224,39,27/09/2016,3.82
IRE_MP_275 ,1,16/02/2016,231,40,04/10/2016,3.75
IRE_MP_275 ,1,16/02/2016,238,41,11/10/2016,3.74
IRE_MP_275 ,1,16/02/2016,245,42,18/10/2016,3.85
IRE_MP_275 ,1,16/02/2016,252,43,25/10/2016,3.85
IRE_MP_275 ,1,16/02/2016,259,44,01/11/2016,3.80
IRE_MP_275 ,1,16/02/2016,266,45,08/11/2016,3.83
IRE_MP_275 ,1,16/02/2016,294,49,06/12/2016,3.87
IRE_MP_278 ,1,14/02/2016,37,12,22/03/2016,3.51
IRE_MP_278 ,1,14/02/2016,44,13,29/03/2016,3.51
IRE_MP_278 ,1,14/02/2016,51,14,05/04/2016,3.46
IRE_MP_278 ,1,14/02/2016,58,15,12/04/2016,3.59
IRE_MP_278 ,1,14/02/2016,65,16,19/04/2016,3.66
IRE_MP_278 ,1,14/02/2016,79,18,03/05/2016,3.71
IRE_MP_278 ,1,14/02/2016,86,19,10/05/2016,3.68
IRE_MP_278 ,1,14/02/2016,100,21,24/05/2016,3.67
IRE_MP_278 ,1,14/02/2016,107,22,31/05/2016,3.82
IRE_MP_278 ,1,14/02/2016,114,23,07/06/2016,3.73
IRE_MP_278 ,1,14/02/2016,156,29,19/07/2016,3.66
IRE_MP_278 ,1,14/02/2016,184,33,16/08/2016,3.58
IRE_MP_278 ,1,14/02/2016,191,34,23/08/2016,3.70
IRE_MP_278 ,1,14/02/2016,198,35,30/08/2016,3.74
IRE_MP_278 ,1,14/02/2016,205,36,06/09/2016,3.69
IRE_MP_278 ,1,14/02/2016,226,39,27/09/2016,3.70
IRE_MP_278 ,1,14/02/2016,233,40,04/10/2016,3.75
IRE_MP_278 ,1,14/02/2016,240,41,11/10/2016,3.68
IRE_MP_278 ,1,14/02/2016,247,42,18/10/2016,3.64
IRE_MP_278 ,1,14/02/2016,254,43,25/10/2016,3.77
IRE_MP_278 ,1,14/02/2016,261,44,01/11/2016,3.74
IRE_MP_278 ,1,14/02/2016,268,45,08/11/2016,3.81
IRE_MP_28 ,2,29/01/2016,53,12,22/03/2016,3.19
IRE_MP_28 ,2,29/01/2016,60,13,29/03/2016,3.38
IRE_MP_28 ,2,29/01/2016,67,14,05/04/2016,3.34
IRE_MP_28 ,2,29/01/2016,74,15,12/04/2016,3.37
IRE_MP_28 ,2,29/01/2016,81,16,19/04/2016,3.35
IRE_MP_28 ,2,29/01/2016,102,19,10/05/2016,3.39
IRE_MP_28 ,2,29/01/2016,109,20,17/05/2016,3.38
IRE_MP_28 ,2,29/01/2016,116,21,24/05/2016,3.51
IRE_MP_28 ,2,29/01/2016,123,22,31/05/2016,3.38
IRE_MP_28 ,2,29/01/2016,130,23,07/06/2016,3.52
IRE_MP_28 ,2,29/01/2016,200,33,16/08/2016,3.41
IRE_MP_28 ,2,29/01/2016,207,34,23/08/2016,3.64
IRE_MP_28 ,2,29/01/2016,214,35,30/08/2016,3.50
IRE_MP_28 ,2,29/01/2016,221,36,06/09/2016,3.49
IRE_MP_28 ,2,29/01/2016,242,39,27/09/2016,3.29
IRE_MP_28 ,2,29/01/2016,249,40,04/10/2016,3.43
IRE_MP_28 ,2,29/01/2016,256,41,11/10/2016,3.55
IRE_MP_28 ,2,29/01/2016,263,42,18/10/2016,3.21
IRE_MP_28 ,2,29/01/2016,270,43,25/10/2016,3.44
IRE_MP_28 ,2,29/01/2016,277,44,01/11/2016,3.34
IRE_MP_28 ,2,29/01/2016,284,45,08/11/2016,3.61
IRE_MP_28 ,2,29/01/2016,291,46,15/11/2016,3.57
IRE_MP_283 ,1,21/01/2016,68,13,29/03/2016,3.41
IRE_MP_283 ,1,21/01/2016,82,15,12/04/2016,3.46
IRE_MP_283 ,1,21/01/2016,327,50,13/12/2016,3.96
IRE_MP_295 ,1,01/02/2016,43,11,15/03/2016,3.90
IRE_MP_295 ,1,01/02/2016,50,12,22/03/2016,3.78
IRE_MP_295 ,1,01/02/2016,57,13,29/03/2016,3.83
IRE_MP_295 ,1,01/02/2016,64,14,05/04/2016,3.90
IRE_MP_295 ,1,01/02/2016,71,15,12/04/2016,3.99
IRE_MP_295 ,1,01/02/2016,78,16,19/04/2016,4.02
IRE_MP_295 ,1,01/02/2016,92,18,03/05/2016,4.03
IRE_MP_295 ,1,01/02/2016,99,19,10/05/2016,3.90
IRE_MP_295 ,1,01/02/2016,106,20,17/05/2016,4.00
IRE_MP_295 ,1,01/02/2016,113,21,24/05/2016,4.01
IRE_MP_295 ,1,01/02/2016,120,22,31/05/2016,3.97
IRE_MP_295 ,1,01/02/2016,127,23,07/06/2016,3.99
IRE_MP_295 ,1,01/02/2016,169,29,19/07/2016,3.90
IRE_MP_295 ,1,01/02/2016,197,33,16/08/2016,3.80
IRE_MP_295 ,1,01/02/2016,204,34,23/08/2016,3.83
IRE_MP_295 ,1,01/02/2016,211,35,30/08/2016,3.91
IRE_MP_295 ,1,01/02/2016,218,36,06/09/2016,3.87
IRE_MP_295 ,1,01/02/2016,239,39,27/09/2016,3.87
IRE_MP_295 ,1,01/02/2016,246,40,04/10/2016,3.84
IRE_MP_295 ,1,01/02/2016,253,41,11/10/2016,3.84
IRE_MP_295 ,1,01/02/2016,267,43,25/10/2016,3.88
IRE_MP_295 ,1,01/02/2016,274,44,01/11/2016,3.86
IRE_MP_295 ,1,01/02/2016,281,45,08/11/2016,3.86
IRE_MP_308 ,1,23/02/2016,21,11,15/03/2016,3.86
IRE_MP_308 ,1,23/02/2016,35,13,29/03/2016,3.84
IRE_MP_308 ,1,23/02/2016,42,14,05/04/2016,3.73
IRE_MP_308 ,1,23/02/2016,49,15,12/04/2016,3.86
IRE_MP_308 ,1,23/02/2016,56,16,19/04/2016,3.74
IRE_MP_308 ,1,23/02/2016,77,19,10/05/2016,3.76
IRE_MP_308 ,1,23/02/2016,84,20,17/05/2016,3.74
IRE_MP_308 ,1,23/02/2016,91,21,24/05/2016,3.69
IRE_MP_308 ,1,23/02/2016,98,22,31/05/2016,3.67
IRE_MP_308 ,1,23/02/2016,105,23,07/06/2016,3.66
IRE_MP_308 ,1,23/02/2016,147,29,19/07/2016,3.78
IRE_MP_308 ,1,23/02/2016,175,33,16/08/2016,3.62
IRE_MP_308 ,1,23/02/2016,182,34,23/08/2016,3.63
IRE_MP_308 ,1,23/02/2016,189,35,30/08/2016,3.65
IRE_MP_308 ,1,23/02/2016,196,36,06/09/2016,3.62
IRE_MP_308 ,1,23/02/2016,217,39,27/09/2016,3.64
IRE_MP_308 ,1,23/02/2016,224,40,04/10/2016,3.62
IRE_MP_308 ,1,23/02/2016,231,41,11/10/2016,3.63
IRE_MP_308 ,1,23/02/2016,238,42,18/10/2016,3.59
IRE_MP_308 ,1,23/02/2016,245,43,25/10/2016,3.65
IRE_MP_308 ,1,23/02/2016,252,44,01/11/2016,3.69
IRE_MP_308 ,1,23/02/2016,259,45,08/11/2016,3.63
IRE_MP_308 ,1,23/02/2016,273,47,22/11/2016,3.71
IRE_MP_3086 ,4,01/02/2016,57,13,29/03/2016,3.38
IRE_MP_3086 ,4,01/02/2016,64,14,05/04/2016,3.34
IRE_MP_3086 ,4,01/02/2016,71,15,12/04/2016,3.39
IRE_MP_3086 ,4,01/02/2016,78,16,19/04/2016,3.46
IRE_MP_3086 ,4,01/02/2016,92,18,03/05/2016,3.42
IRE_MP_3086 ,4,01/02/2016,99,19,10/05/2016,3.43
IRE_MP_3086 ,4,01/02/2016,113,21,24/05/2016,3.42
IRE_MP_3086 ,4,01/02/2016,120,22,31/05/2016,3.62
IRE_MP_3086 ,4,01/02/2016,127,23,07/06/2016,3.64
IRE_MP_3086 ,4,01/02/2016,169,29,19/07/2016,3.62
IRE_MP_3086 ,4,01/02/2016,197,33,16/08/2016,3.63
IRE_MP_3086 ,4,01/02/2016,204,34,23/08/2016,3.67
IRE_MP_3086 ,4,01/02/2016,246,40,04/10/2016,3.52
IRE_MP_3086 ,4,01/02/2016,253,41,11/10/2016,3.74
IRE_MP_3086 ,4,01/02/2016,260,42,18/10/2016,3.62
IRE_MP_3086 ,4,01/02/2016,267,43,25/10/2016,3.70
IRE_MP_3086 ,4,01/02/2016,274,44,01/11/2016,3.67
IRE_MP_311 ,1,30/01/2016,52,12,22/03/2016,3.69
IRE_MP_311 ,1,30/01/2016,59,13,29/03/2016,3.72
IRE_MP_311 ,1,30/01/2016,66,14,05/04/2016,3.68
IRE_MP_311 ,1,30/01/2016,73,15,12/04/2016,3.75
IRE_MP_311 ,1,30/01/2016,80,16,19/04/2016,3.77
IRE_MP_311 ,1,30/01/2016,94,18,03/05/2016,3.83
IRE_MP_311 ,1,30/01/2016,108,20,17/05/2016,3.87
IRE_MP_311 ,1,30/01/2016,115,21,24/05/2016,3.78
IRE_MP_311 ,1,30/01/2016,122,22,31/05/2016,3.78
IRE_MP_311 ,1,30/01/2016,129,23,07/06/2016,3.84
IRE_MP_311 ,1,30/01/2016,171,29,19/07/2016,3.74
IRE_MP_311 ,1,30/01/2016,206,34,23/08/2016,3.62
IRE_MP_311 ,1,30/01/2016,213,35,30/08/2016,3.62
IRE_MP_311 ,1,30/01/2016,241,39,27/09/2016,3.70
IRE_MP_311 ,1,30/01/2016,248,40,04/10/2016,3.65
IRE_MP_311 ,1,30/01/2016,262,42,18/10/2016,3.54
IRE_MP_311 ,1,30/01/2016,269,43,25/10/2016,3.62
IRE_MP_311 ,1,30/01/2016,276,44,01/11/2016,3.52
IRE_MP_311 ,1,30/01/2016,283,45,08/11/2016,3.53
IRE_MP_330 ,1,03/02/2016,48,12,22/03/2016,3.48
