EARTAG,LACTATION,CALVING,DIM,WEEK_OF_YEAR,DATE,BCS 1-5
IRE_MP_8329 ,4,02/02/2016,70,15,12/04/2016,3.44
IRE_MP_8329 ,4,02/02/2016,77,16,19/04/2016,3.53
IRE_MP_8329 ,4,02/02/2016,91,18,03/05/2016,3.43
IRE_MP_8329 ,4,02/02/2016,98,19,10/05/2016,3.61
IRE_MP_8329 ,4,02/02/2016,105,20,17/05/2016,3.71
IRE_MP_8329 ,4,02/02/2016,112,21,24/05/2016,3.62
IRE_MP_8329 ,4,02/02/2016,119,22,31/05/2016,3.53
IRE_MP_8329 ,4,02/02/2016,126,23,07/06/2016,3.53
IRE_MP_8329 ,4,02/02/2016,168,29,19/07/2016,3.56
IRE_MP_8329 ,4,02/02/2016,196,33,16/08/2016,3.49
IRE_MP_8329 ,4,02/02/2016,210,35,30/08/2016,3.38
IRE_MP_8329 ,4,02/02/2016,217,36,06/09/2016,3.49
IRE_MP_8329 ,4,02/02/2016,238,39,27/09/2016,3.50
IRE_MP_8329 ,4,02/02/2016,245,40,04/10/2016,3.49
IRE_MP_8329 ,4,02/02/2016,252,41,11/10/2016,3.47
IRE_MP_8329 ,4,02/02/2016,259,42,18/10/2016,3.56
IRE_MP_8329 ,4,02/02/2016,266,43,25/10/2016,3.61
IRE_MP_8329 ,4,02/02/2016,273,44,01/11/2016,3.54
IRE_MP_8329 ,4,02/02/2016,280,45,08/11/2016,3.54
IRE_MP_8329 ,4,02/02/2016,287,46,15/11/2016,3.50
IRE_MP_8500 ,3,24/01/2016,58,12,22/03/2016,3.43
IRE_MP_8500 ,3,24/01/2016,65,13,29/03/2016,3.31
IRE_MP_8500 ,3,24/01/2016,72,14,05/04/2016,3.41
IRE_MP_8500 ,3,24/01/2016,79,15,12/04/2016,3.25
IRE_MP_8500 ,3,24/01/2016,86,16,19/04/2016,3.43
IRE_MP_8500 ,3,24/01/2016,100,18,03/05/2016,3.58
IRE_MP_8500 ,3,24/01/2016,107,19,10/05/2016,3.56
IRE_MP_8500 ,3,24/01/2016,121,21,24/05/2016,3.58
IRE_MP_8500 ,3,24/01/2016,128,22,31/05/2016,3.67
IRE_MP_8500 ,3,24/01/2016,135,23,07/06/2016,3.50
IRE_MP_8500 ,3,24/01/2016,177,29,19/07/2016,3.38
IRE_MP_8500 ,3,24/01/2016,205,33,16/08/2016,3.43
IRE_MP_8500 ,3,24/01/2016,212,34,23/08/2016,3.54
IRE_MP_8500 ,3,24/01/2016,219,35,30/08/2016,3.53
IRE_MP_8500 ,3,24/01/2016,226,36,06/09/2016,3.59
IRE_MP_8500 ,3,24/01/2016,247,39,27/09/2016,3.53
IRE_MP_8500 ,3,24/01/2016,254,40,04/10/2016,3.62
IRE_MP_8500 ,3,24/01/2016,261,41,11/10/2016,3.58
IRE_MP_8500 ,3,24/01/2016,268,42,18/10/2016,3.69
IRE_MP_8500 ,3,24/01/2016,275,43,25/10/2016,3.56
IRE_MP_8500 ,3,24/01/2016,282,44,01/11/2016,3.55
IRE_MP_8503 ,3,01/02/2016,50,12,22/03/2016,3.20
IRE_MP_8503 ,3,01/02/2016,57,13,29/03/2016,3.54
IRE_MP_8503 ,3,01/02/2016,64,14,05/04/2016,3.42
IRE_MP_8503 ,3,01/02/2016,71,15,12/04/2016,3.33
IRE_MP_8503 ,3,01/02/2016,78,16,19/04/2016,3.69
IRE_MP_8503 ,3,01/02/2016,92,18,03/05/2016,3.68
IRE_MP_8503 ,3,01/02/2016,99,19,10/05/2016,3.70
IRE_MP_8503 ,3,01/02/2016,106,20,17/05/2016,3.70
IRE_MP_8503 ,3,01/02/2016,113,21,24/05/2016,3.54
IRE_MP_8503 ,3,01/02/2016,120,22,31/05/2016,3.58
IRE_MP_8503 ,3,01/02/2016,127,23,07/06/2016,3.44
IRE_MP_8511 ,3,04/02/2016,40,11,15/03/2016,3.23
IRE_MP_8511 ,3,04/02/2016,47,12,22/03/2016,3.15
IRE_MP_8511 ,3,04/02/2016,54,13,29/03/2016,3.28
IRE_MP_8511 ,3,04/02/2016,61,14,05/04/2016,3.12
IRE_MP_8511 ,3,04/02/2016,68,15,12/04/2016,3.29
IRE_MP_8511 ,3,04/02/2016,75,16,19/04/2016,3.38
IRE_MP_8511 ,3,04/02/2016,89,18,03/05/2016,3.42
IRE_MP_8511 ,3,04/02/2016,96,19,10/05/2016,3.26
IRE_MP_8511 ,3,04/02/2016,103,20,17/05/2016,3.48
IRE_MP_8511 ,3,04/02/2016,110,21,24/05/2016,3.52
IRE_MP_8511 ,3,04/02/2016,117,22,31/05/2016,3.26
IRE_MP_8511 ,3,04/02/2016,124,23,07/06/2016,3.42
IRE_MP_8511 ,3,04/02/2016,166,29,19/07/2016,3.54
IRE_MP_8511 ,3,04/02/2016,194,33,16/08/2016,3.52
IRE_MP_8511 ,3,04/02/2016,201,34,23/08/2016,3.66
IRE_MP_8511 ,3,04/02/2016,208,35,30/08/2016,3.60
IRE_MP_8511 ,3,04/02/2016,215,36,06/09/2016,3.54
IRE_MP_8511 ,3,04/02/2016,243,40,04/10/2016,3.63
IRE_MP_8511 ,3,04/02/2016,250,41,11/10/2016,3.64
IRE_MP_8511 ,3,04/02/2016,257,42,18/10/2016,3.58
IRE_MP_8511 ,3,04/02/2016,264,43,25/10/2016,3.62
IRE_MP_8511 ,3,04/02/2016,271,44,01/11/2016,3.59
IRE_MP_8511 ,3,04/02/2016,278,45,08/11/2016,3.62
IRE_MP_8511 ,3,04/02/2016,285,46,15/11/2016,3.71
IRE_MP_8515 ,3,18/02/2016,33,12,22/03/2016,3.91
IRE_MP_8515 ,3,18/02/2016,40,13,29/03/2016,3.98
IRE_MP_8515 ,3,18/02/2016,47,14,05/04/2016,3.96
IRE_MP_8515 ,3,18/02/2016,54,15,12/04/2016,3.98
IRE_MP_8515 ,3,18/02/2016,61,16,19/04/2016,3.82
IRE_MP_8515 ,3,18/02/2016,82,19,10/05/2016,3.86
IRE_MP_8515 ,3,18/02/2016,110,23,07/06/2016,4.18
IRE_MP_8515 ,3,18/02/2016,152,29,19/07/2016,4.01
IRE_MP_8515 ,3,18/02/2016,180,33,16/08/2016,3.88
IRE_MP_8515 ,3,18/02/2016,187,34,23/08/2016,3.98
IRE_MP_8515 ,3,18/02/2016,194,35,30/08/2016,4.01
IRE_MP_8515 ,3,18/02/2016,229,40,04/10/2016,3.93
IRE_MP_8515 ,3,18/02/2016,243,42,18/10/2016,4.03
IRE_MP_8515 ,3,18/02/2016,250,43,25/10/2016,4.02
IRE_MP_8515 ,3,18/02/2016,257,44,01/11/2016,3.96
IRE_MP_8515 ,3,18/02/2016,264,45,08/11/2016,4.17
IRE_MP_8515 ,3,18/02/2016,278,47,22/11/2016,4.18
IRE_MP_8515 ,3,18/02/2016,285,48,29/11/2016,4.10
IRE_MP_8518 ,3,01/02/2016,57,13,29/03/2016,3.13
IRE_MP_8518 ,3,01/02/2016,64,14,05/04/2016,3.22
IRE_MP_8518 ,3,01/02/2016,71,15,12/04/2016,3.20
IRE_MP_8518 ,3,01/02/2016,78,16,19/04/2016,3.28
IRE_MP_8518 ,3,01/02/2016,92,18,03/05/2016,3.28
IRE_MP_8518 ,3,01/02/2016,99,19,10/05/2016,3.39
IRE_MP_8518 ,3,01/02/2016,120,22,31/05/2016,3.20
IRE_MP_8518 ,3,01/02/2016,127,23,07/06/2016,3.30
IRE_MP_8518 ,3,01/02/2016,169,29,19/07/2016,3.50
IRE_MP_8518 ,3,01/02/2016,197,33,16/08/2016,3.40
IRE_MP_8518 ,3,01/02/2016,204,34,23/08/2016,3.42
IRE_MP_8518 ,3,01/02/2016,211,35,30/08/2016,3.25
IRE_MP_8518 ,3,01/02/2016,218,36,06/09/2016,3.36
IRE_MP_8518 ,3,01/02/2016,239,39,27/09/2016,3.27
IRE_MP_8518 ,3,01/02/2016,246,40,04/10/2016,3.51
IRE_MP_8518 ,3,01/02/2016,253,41,11/10/2016,3.55
IRE_MP_8518 ,3,01/02/2016,260,42,18/10/2016,3.53
IRE_MP_8518 ,3,01/02/2016,267,43,25/10/2016,3.39
IRE_MP_8518 ,3,01/02/2016,274,44,01/11/2016,3.43
IRE_MP_8518 ,3,01/02/2016,281,45,08/11/2016,3.50
IRE_MP_8518 ,3,01/02/2016,288,46,15/11/2016,3.54
IRE_MP_8520 ,3,09/02/2016,42,12,22/03/2016,3.50
IRE_MP_8520 ,3,09/02/2016,49,13,29/03/2016,3.42
IRE_MP_8520 ,3,09/02/2016,56,14,05/04/2016,3.54
IRE_MP_8520 ,3,09/02/2016,63,15,12/04/2016,3.46
IRE_MP_8520 ,3,09/02/2016,70,16,19/04/2016,3.33
IRE_MP_8520 ,3,09/02/2016,84,18,03/05/2016,3.75
IRE_MP_8520 ,3,09/02/2016,91,19,10/05/2016,3.49
IRE_MP_8520 ,3,09/02/2016,98,20,17/05/2016,3.72
IRE_MP_8520 ,3,09/02/2016,105,21,24/05/2016,3.63
IRE_MP_8520 ,3,09/02/2016,112,22,31/05/2016,3.74
IRE_MP_8520 ,3,09/02/2016,119,23,07/06/2016,3.59
IRE_MP_8520 ,3,09/02/2016,161,29,19/07/2016,3.57
IRE_MP_8520 ,3,09/02/2016,189,33,16/08/2016,3.60
IRE_MP_8520 ,3,09/02/2016,196,34,23/08/2016,3.74
IRE_MP_8520 ,3,09/02/2016,203,35,30/08/2016,3.74
IRE_MP_8520 ,3,09/02/2016,210,36,06/09/2016,3.68
IRE_MP_8520 ,3,09/02/2016,224,38,20/09/2016,3.73
IRE_MP_8520 ,3,09/02/2016,231,39,27/09/2016,3.66
IRE_MP_8520 ,3,09/02/2016,238,40,04/10/2016,3.50
IRE_MP_8520 ,3,09/02/2016,245,41,11/10/2016,3.69
IRE_MP_8520 ,3,09/02/2016,252,42,18/10/2016,3.70
IRE_MP_8520 ,3,09/02/2016,259,43,25/10/2016,3.73
IRE_MP_8520 ,3,09/02/2016,266,44,01/11/2016,3.70
IRE_MP_8520 ,3,09/02/2016,280,46,15/11/2016,3.75
IRE_MP_8524 ,3,15/02/2016,36,12,22/03/2016,3.65
IRE_MP_8524 ,3,15/02/2016,43,13,29/03/2016,3.47
IRE_MP_8524 ,3,15/02/2016,50,14,05/04/2016,3.50
IRE_MP_8524 ,3,15/02/2016,57,15,12/04/2016,3.53
IRE_MP_8524 ,3,15/02/2016,64,16,19/04/2016,3.51
IRE_MP_8524 ,3,15/02/2016,78,18,03/05/2016,3.48
IRE_MP_8524 ,3,15/02/2016,85,19,10/05/2016,3.58
IRE_MP_8524 ,3,15/02/2016,92,20,17/05/2016,3.59
IRE_MP_8524 ,3,15/02/2016,99,21,24/05/2016,3.77
IRE_MP_8524 ,3,15/02/2016,106,22,31/05/2016,3.64
IRE_MP_8524 ,3,15/02/2016,113,23,07/06/2016,3.73
IRE_MP_8524 ,3,15/02/2016,155,29,19/07/2016,3.53
IRE_MP_8524 ,3,15/02/2016,183,33,16/08/2016,3.45
IRE_MP_8524 ,3,15/02/2016,190,34,23/08/2016,3.63
IRE_MP_8524 ,3,15/02/2016,197,35,30/08/2016,3.57
IRE_MP_8524 ,3,15/02/2016,204,36,06/09/2016,3.51
IRE_MP_8524 ,3,15/02/2016,225,39,27/09/2016,3.56
IRE_MP_8524 ,3,15/02/2016,232,40,04/10/2016,3.54
IRE_MP_8524 ,3,15/02/2016,239,41,11/10/2016,3.55
IRE_MP_8524 ,3,15/02/2016,246,42,18/10/2016,3.54
IRE_MP_8524 ,3,15/02/2016,253,43,25/10/2016,3.56
IRE_MP_8524 ,3,15/02/2016,260,44,01/11/2016,3.58
IRE_MP_8524 ,3,15/02/2016,267,45,08/11/2016,3.62
IRE_MP_8524 ,3,15/02/2016,274,46,15/11/2016,3.62
IRE_MP_8532 ,3,08/02/2016,43,12,22/03/2016,3.78
IRE_MP_8532 ,3,08/02/2016,50,13,29/03/2016,3.71
IRE_MP_8532 ,3,08/02/2016,57,14,05/04/2016,3.76
IRE_MP_8532 ,3,08/02/2016,64,15,12/04/2016,3.86
IRE_MP_8532 ,3,08/02/2016,71,16,19/04/2016,3.71
IRE_MP_8532 ,3,08/02/2016,92,19,10/05/2016,3.84
IRE_MP_8532 ,3,08/02/2016,99,20,17/05/2016,3.74
IRE_MP_8532 ,3,08/02/2016,113,22,31/05/2016,3.89
IRE_MP_8532 ,3,08/02/2016,120,23,07/06/2016,3.91
IRE_MP_8532 ,3,08/02/2016,162,29,19/07/2016,3.90
IRE_MP_8532 ,3,08/02/2016,190,33,16/08/2016,3.93
IRE_MP_8532 ,3,08/02/2016,197,34,23/08/2016,3.94
IRE_MP_8532 ,3,08/02/2016,204,35,30/08/2016,3.94
IRE_MP_8532 ,3,08/02/2016,211,36,06/09/2016,3.80
IRE_MP_8532 ,3,08/02/2016,232,39,27/09/2016,3.80
IRE_MP_8532 ,3,08/02/2016,239,40,04/10/2016,3.86
IRE_MP_8532 ,3,08/02/2016,246,41,11/10/2016,3.80
IRE_MP_8532 ,3,08/02/2016,253,42,18/10/2016,3.85
IRE_MP_8532 ,3,08/02/2016,260,43,25/10/2016,3.91
IRE_MP_8532 ,3,08/02/2016,267,44,01/11/2016,3.82
IRE_MP_8533 ,3,08/02/2016,43,12,22/03/2016,2.93
IRE_MP_8533 ,3,08/02/2016,50,13,29/03/2016,3.02
IRE_MP_8533 ,3,08/02/2016,57,14,05/04/2016,2.94
IRE_MP_8533 ,3,08/02/2016,64,15,12/04/2016,3.00
IRE_MP_8533 ,3,08/02/2016,71,16,19/04/2016,2.94
IRE_MP_8533 ,3,08/02/2016,85,18,03/05/2016,3.22
IRE_MP_8533 ,3,08/02/2016,92,19,10/05/2016,3.04
IRE_MP_8533 ,3,08/02/2016,99,20,17/05/2016,3.18
IRE_MP_8533 ,3,08/02/2016,106,21,24/05/2016,3.18
IRE_MP_8533 ,3,08/02/2016,113,22,31/05/2016,3.22
IRE_MP_8533 ,3,08/02/2016,120,23,07/06/2016,3.18
IRE_MP_8533 ,3,08/02/2016,162,29,19/07/2016,3.08
IRE_MP_8533 ,3,08/02/2016,190,33,16/08/2016,3.07
IRE_MP_8533 ,3,08/02/2016,197,34,23/08/2016,3.10
IRE_MP_8533 ,3,08/02/2016,204,35,30/08/2016,3.13
IRE_MP_8533 ,3,08/02/2016,211,36,06/09/2016,3.06
IRE_MP_8533 ,3,08/02/2016,232,39,27/09/2016,3.10
IRE_MP_8533 ,3,08/02/2016,239,40,04/10/2016,3.19
IRE_MP_8533 ,3,08/02/2016,246,41,11/10/2016,3.14
IRE_MP_8533 ,3,08/02/2016,253,42,18/10/2016,3.26
IRE_MP_8533 ,3,08/02/2016,260,43,25/10/2016,3.21
IRE_MP_8533 ,3,08/02/2016,267,44,01/11/2016,3.22
IRE_MP_8533 ,3,08/02/2016,274,45,08/11/2016,3.31
IRE_MP_8534 ,3,12/02/2016,39,12,22/03/2016,3.14
IRE_MP_8534 ,3,12/02/2016,46,13,29/03/2016,3.03
IRE_MP_8534 ,3,12/02/2016,53,14,05/04/2016,3.06
IRE_MP_8534 ,3,12/02/2016,60,15,12/04/2016,3.01
IRE_MP_8534 ,3,12/02/2016,67,16,19/04/2016,3.02
IRE_MP_8534 ,3,12/02/2016,81,18,03/05/2016,3.14
IRE_MP_8534 ,3,12/02/2016,88,19,10/05/2016,3.04
IRE_MP_8534 ,3,12/02/2016,95,20,17/05/2016,3.05
IRE_MP_8534 ,3,12/02/2016,109,22,31/05/2016,3.22
IRE_MP_8534 ,3,12/02/2016,116,23,07/06/2016,3.24
IRE_MP_8534 ,3,12/02/2016,158,29,19/07/2016,3.05
IRE_MP_8534 ,3,12/02/2016,186,33,16/08/2016,3.38
IRE_MP_8534 ,3,12/02/2016,200,35,30/08/2016,3.56
IRE_MP_8534 ,3,12/02/2016,207,36,06/09/2016,3.56
IRE_MP_8534 ,3,12/02/2016,228,39,27/09/2016,3.44
IRE_MP_8534 ,3,12/02/2016,235,40,04/10/2016,3.42
IRE_MP_8628 ,3,01/03/2016,21,12,22/03/2016,2.76
IRE_MP_8628 ,3,01/03/2016,28,13,29/03/2016,2.77
IRE_MP_8628 ,3,01/03/2016,35,14,05/04/2016,2.74
IRE_MP_8628 ,3,01/03/2016,42,15,12/04/2016,2.72
IRE_MP_8628 ,3,01/03/2016,49,16,19/04/2016,2.77
IRE_MP_8628 ,3,01/03/2016,63,18,03/05/2016,2.66
IRE_MP_8628 ,3,01/03/2016,70,19,10/05/2016,2.58
IRE_MP_8628 ,3,01/03/2016,77,20,17/05/2016,2.94
IRE_MP_8628 ,3,01/03/2016,91,22,31/05/2016,2.88
IRE_MP_8628 ,3,01/03/2016,98,23,07/06/2016,2.88
IRE_MP_8628 ,3,01/03/2016,140,29,19/07/2016,2.74
IRE_MP_8628 ,3,01/03/2016,168,33,16/08/2016,2.94
IRE_MP_8628 ,3,01/03/2016,175,34,23/08/2016,2.87
IRE_MP_8628 ,3,01/03/2016,182,35,30/08/2016,2.85
IRE_MP_8628 ,3,01/03/2016,189,36,06/09/2016,3.00
IRE_MP_8628 ,3,01/03/2016,210,39,27/09/2016,2.87
IRE_MP_8628 ,3,01/03/2016,217,40,04/10/2016,2.85
IRE_MP_8628 ,3,01/03/2016,224,41,11/10/2016,2.87
IRE_MP_8628 ,3,01/03/2016,231,42,18/10/2016,2.94
IRE_MP_8628 ,3,01/03/2016,238,43,25/10/2016,3.15
IRE_MP_8628 ,3,01/03/2016,245,44,01/11/2016,3.13
IRE_MP_8628 ,3,01/03/2016,252,45,08/11/2016,2.94
IRE_MP_8717 ,4,29/02/2016,15,11,15/03/2016,3.44
IRE_MP_8717 ,4,29/02/2016,22,12,22/03/2016,3.38
IRE_MP_8717 ,4,29/02/2016,29,13,29/03/2016,3.61
IRE_MP_8717 ,4,29/02/2016,36,14,05/04/2016,3.53
IRE_MP_8717 ,4,29/02/2016,43,15,12/04/2016,3.56
IRE_MP_8717 ,4,29/02/2016,50,16,19/04/2016,3.49
IRE_MP_8717 ,4,29/02/2016,64,18,03/05/2016,3.51
IRE_MP_8717 ,4,29/02/2016,71,19,10/05/2016,3.38
IRE_MP_8717 ,4,29/02/2016,78,20,17/05/2016,3.39
IRE_MP_8717 ,4,29/02/2016,85,21,24/05/2016,3.41
IRE_MP_8717 ,4,29/02/2016,92,22,31/05/2016,3.30
IRE_MP_8717 ,4,29/02/2016,99,23,07/06/2016,3.46
IRE_MP_8854 ,4,04/02/2016,54,13,29/03/2016,3.27
IRE_MP_8854 ,4,04/02/2016,61,14,05/04/2016,3.30
IRE_MP_8854 ,4,04/02/2016,68,15,12/04/2016,3.28
IRE_MP_8854 ,4,04/02/2016,75,16,19/04/2016,3.31
IRE_MP_8854 ,4,04/02/2016,89,18,03/05/2016,3.46
IRE_MP_8854 ,4,04/02/2016,96,19,10/05/2016,3.27
IRE_MP_8854 ,4,04/02/2016,103,20,17/05/2016,3.20
IRE_MP_8854 ,4,04/02/2016,110,21,24/05/2016,3.34
IRE_MP_8854 ,4,04/02/2016,117,22,31/05/2016,3.22
IRE_MP_8854 ,4,04/02/2016,124,23,07/06/2016,3.24
IRE_MP_8854 ,4,04/02/2016,166,29,19/07/2016,3.04
IRE_MP_8854 ,4,04/02/2016,194,33,16/08/2016,3.29
IRE_MP_8854 ,4,04/02/2016,201,34,23/08/2016,3.30
IRE_MP_8854 ,4,04/02/2016,208,35,30/08/2016,3.28
IRE_MP_8854 ,4,04/02/2016,215,36,06/09/2016,3.27
IRE_MP_8854 ,4,04/02/2016,236,39,27/09/2016,3.40
IRE_MP_8854 ,4,04/02/2016,243,40,04/10/2016,3.38
IRE_MP_8859 ,4,26/01/2016,63,13,29/03/2016,2.51
IRE_MP_8859 ,4,26/01/2016,70,14,05/04/2016,2.78
IRE_MP_8859 ,4,26/01/2016,77,15,12/04/2016,2.55
IRE_MP_8859 ,4,26/01/2016,84,16,19/04/2016,2.88
IRE_MP_8859 ,4,26/01/2016,98,18,03/05/2016,2.88
IRE_MP_8859 ,4,26/01/2016,105,19,10/05/2016,2.68
IRE_MP_8859 ,4,26/01/2016,112,20,17/05/2016,2.90
IRE_MP_8859 ,4,26/01/2016,119,21,24/05/2016,2.86
IRE_MP_8859 ,4,26/01/2016,126,22,31/05/2016,2.79
IRE_MP_8859 ,4,26/01/2016,133,23,07/06/2016,2.75
IRE_MP_8859 ,4,26/01/2016,175,29,19/07/2016,2.91
IRE_MP_8859 ,4,26/01/2016,203,33,16/08/2016,2.90
IRE_MP_8859 ,4,26/01/2016,210,34,23/08/2016,3.06
IRE_MP_8859 ,4,26/01/2016,217,35,30/08/2016,3.01
IRE_MP_8859 ,4,26/01/2016,224,36,06/09/2016,3.09
IRE_MP_8859 ,4,26/01/2016,245,39,27/09/2016,3.15
IRE_MP_8859 ,4,26/01/2016,252,40,04/10/2016,3.06
IRE_MP_8859 ,4,26/01/2016,259,41,11/10/2016,3.09
IRE_MP_8859 ,4,26/01/2016,266,42,18/10/2016,2.95
IRE_MP_8859 ,4,26/01/2016,273,43,25/10/2016,2.94
IRE_MP_8859 ,4,26/01/2016,280,44,01/11/2016,3.07
IRE_MP_8859 ,4,26/01/2016,287,45,08/11/2016,3.07
IRE_MP_9252 ,4,30/01/2016,59,13,29/03/2016,3.21
IRE_MP_9252 ,4,30/01/2016,66,14,05/04/2016,3.10
IRE_MP_9252 ,4,30/01/2016,73,15,12/04/2016,3.19
IRE_MP_9252 ,4,30/01/2016,80,16,19/04/2016,3.20
IRE_MP_9252 ,4,30/01/2016,94,18,03/05/2016,3.27
IRE_MP_9252 ,4,30/01/2016,101,19,10/05/2016,3.26
IRE_MP_9252 ,4,30/01/2016,115,21,24/05/2016,3.26
IRE_MP_9252 ,4,30/01/2016,122,22,31/05/2016,3.22
IRE_MP_9252 ,4,30/01/2016,129,23,07/06/2016,3.46
IRE_MP_9252 ,4,30/01/2016,171,29,19/07/2016,3.57
IRE_MP_9252 ,4,30/01/2016,199,33,16/08/2016,3.60
IRE_MP_9252 ,4,30/01/2016,206,34,23/08/2016,3.54
IRE_MP_9252 ,4,30/01/2016,213,35,30/08/2016,3.56
IRE_MP_9252 ,4,30/01/2016,220,36,06/09/2016,3.47
IRE_MP_9252 ,4,30/01/2016,241,39,27/09/2016,3.39
IRE_MP_9252 ,4,30/01/2016,248,40,04/10/2016,3.44
IRE_MP_9252 ,4,30/01/2016,262,42,18/10/2016,3.62
IRE_MP_9252 ,4,30/01/2016,269,43,25/10/2016,3.57
IRE_MP_9252 ,4,30/01/2016,276,44,01/11/2016,3.70
IRE_MP_9252 ,4,30/01/2016,283,45,08/11/2016,3.74
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
